State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Uttar Pradesh,MEERUT,Sunflower,1998,Rabi       ,191.0,197.0,1.03
Rajasthan,TONK,Potato,1998,Whole Year ,14.0,98.0,7.0
Odisha,SUNDARGARH,Rice,2016,Autumn     ,79950.0,93540.0,1.17
Nagaland,TUENSANG,Sugarcane,2017,Kharif     ,370.0,16100.0,43.51
Uttar Pradesh,VARANASI,Onion,2002,Summer     ,69.0,771.0,11.17
Chhattisgarh,BIJAPUR,Sesamum,2018,Kharif     ,24.0,6.0,0.25
Karnataka,GADAG,Maize,2019,Kharif     ,72737.0,193204.0,2.66
Uttar Pradesh,BIJNOR,Maize,2002,Kharif     ,24.0,27.0,1.13
Karnataka,VIJAYAPURA,Sugarcane,2014,Whole Year ,49050.0,3914190.0,79.8
Madhya Pradesh,RATLAM,Cotton(lint),2001,Kharif     ,23138.0,23458.0,1.01
Maharashtra,THANE,Arhar/Tur,2007,Kharif     ,2900.0,2200.0,0.76
Haryana,GURGAON,Wheat,2017,Rabi       ,43000.0,211000.0,4.91
Madhya Pradesh,BHOPAL,Cowpea(Lobia),2010,Kharif     ,23.0,6.0,0.26
Chhattisgarh,BALRAMPUR,Sunflower,2019,Whole Year ,12.0,4.0,0.33
Haryana,KURUKSHETRA,Dry chillies,2001,Whole Year ,126.0,100.0,0.79
Gujarat,SABAR KANTHA,Castor seed,2002,Kharif     ,33600.0,16200.0,0.48
Uttar Pradesh,SHRAVASTI,Arhar/Tur,2010,Kharif     ,2468.0,991.0,0.4
Odisha,CUTTACK,Maize,2006,Winter     ,10.0,17.0,1.65
Madhya Pradesh,BARWANI,Sugarcane,1998,Whole Year ,3440.0,73070.0,21.24
Andhra Pradesh,WEST GODAVARI,Urad,2003,Rabi       ,12077.0,4674.0,0.39
Uttarakhand,CHAMPAWAT,Maize,2006,Kharif     ,870.0,879.0,1.01
Assam,JORHAT,Cotton(lint),2008,Kharif     ,6.0,3.0,0.5
Chhattisgarh,KANKER,Rapeseed &Mustard,2002,Rabi       ,1187.0,210.0,0.18
Bihar,PURBI CHAMPARAN,Masoor,2003,Rabi       ,8238.0,7060.0,0.86
Assam,KOKRAJHAR,Dry chillies,1998,Whole Year ,665.0,476.0,0.72
Uttar Pradesh,CHITRAKOOT,Rapeseed &Mustard,2010,Rabi       ,1962.0,955.0,0.49
Gujarat,KHEDA,Cotton(lint),2015,Kharif     ,22305.0,79427.0,3.56
Assam,HAILAKANDI,Onion,2016,Whole Year ,10.0,122.0,12.2
Assam,BONGAIGAON,Arhar/Tur,2019,Kharif     ,158.0,132.0,0.84
Uttar Pradesh,BAREILLY,Maize,2012,Summer     ,70.0,129.0,1.84
Maharashtra,KOLHAPUR,Niger seed,2014,Kharif     ,300.0,100.0,0.33
Bihar,MADHUBANI,Linseed,2007,Rabi       ,484.0,399.0,0.82
Uttar Pradesh,VARANASI,Wheat,2019,Rabi       ,68369.0,225602.0,3.3
Odisha,SAMBALPUR,Maize,2005,Summer     ,1.0,1.0,1.0
Assam,GOALPARA,Dry chillies,2018,Whole Year ,498.0,480.0,0.96
Bihar,SUPAUL,Peas & beans (Pulses),1999,Rabi       ,605.0,448.0,0.74
Andhra Pradesh,MEDAK,Ragi,2006,Kharif     ,6.0,9.0,1.5
Madhya Pradesh,ALIRAJPUR,Groundnut,2019,Kharif     ,12072.0,14138.0,1.17
Himachal Pradesh,HAMIRPUR,Potato,2002,Whole Year ,8.0,80.0,10.0
Madhya Pradesh,DEWAS,Sugarcane,2014,Whole Year ,3000.0,40000.0,13.33
Nagaland,PHEK,Cotton(lint),2006,Kharif     ,20.0,10.0,0.5
Rajasthan,UDAIPUR,Moth,2017,Kharif     ,2.0,1.0,0.5
Bihar,LAKHISARAI,Gram,1999,Rabi       ,3226.0,3145.0,0.97
Assam,BARPETA,Sesamum,2004,Kharif     ,1005.0,603.0,0.6
Maharashtra,AMRAVATI,Other Cereals,2004,Kharif     ,1000.0,300.0,0.3
Odisha,MALKANGIRI,Sugarcane,1998,Winter     ,1.0,44.0,44.0
Uttar Pradesh,BUDAUN,Maize,2019,Summer     ,758.0,1870.0,2.47
Karnataka,DHARWAD,Arhar/Tur,1999,Kharif     ,2156.0,883.0,0.41
Gujarat,ANAND,Guar seed,2016,Whole Year ,573.0,382.0,0.67
Maharashtra,JALNA,Sunflower,2004,Summer     ,100.0,100.0,1.0
Assam,TINSUKIA,Masoor,2008,Rabi       ,25.0,11.0,0.44
Kerala,MALAPPURAM,Ginger,2016,Whole Year ,50.0,115.0,2.3
Tamil Nadu,SALEM,Cardamom,2008,Whole Year ,27.0,2.0,0.07
Tamil Nadu,SALEM,Other Cereals,2019,Rabi       ,44.0,59.0,1.34
Madhya Pradesh,BHIND,Moong(Green Gram),2015,Kharif     ,4000.0,2000.0,0.5
Rajasthan,JAIPUR,Potato,2014,Whole Year ,22.0,41.0,1.86
Karnataka,HASSAN,Tobacco,2004,Whole Year ,7876.0,6487.0,0.82
Karnataka,TUMAKURU,Urad,2015,Kharif     ,523.0,284.0,0.54
Odisha,KENDUJHAR,Sesamum,2014,Winter     ,2.0,1.0,0.25
Assam,SIVASAGAR,Rice,2002,Summer     ,180.0,343.0,1.91
Punjab,LUDHIANA,Maize,2012,Kharif     ,3000.0,8000.0,2.67
Madhya Pradesh,MORENA,Sweet potato,2009,Whole Year ,30.0,218.0,7.27
Assam,DHUBRI,Sugarcane,1998,Whole Year ,202.0,8085.0,40.02
Telangana,YADADRI,Gram,2019,Rabi       ,63.0,96.0,1.52
Uttar Pradesh,JALAUN,Rapeseed &Mustard,2014,Rabi       ,11680.0,3591.0,0.31
Rajasthan,HANUMANGARH,Bajra,2006,Kharif     ,97266.0,88146.0,0.91
Karnataka,BANGALORE RURAL,Sesamum,2010,Kharif     ,31.0,18.0,0.58
Madhya Pradesh,JABALPUR,Coriander,2008,Whole Year ,705.0,163.0,0.23
Assam,SONITPUR,Cotton(lint),1997,Kharif     ,31.0,14.0,0.45
Arunachal Pradesh,CHANGLANG,Potato,2002,Whole Year ,50.0,290.0,5.8
Uttar Pradesh,CHANDAULI,Jowar,1999,Kharif     ,931.0,812.0,0.87
Madhya Pradesh,MANDLA,Sannhamp,2013,Kharif     ,190.0,411.0,2.16
Madhya Pradesh,SEONI,Masoor,2007,Rabi       ,12718.0,4597.0,0.36
Karnataka,RAMANAGARA,Groundnut,2008,Rabi       ,52.0,39.0,0.75
Rajasthan,UDAIPUR,Sannhamp,1998,Kharif     ,519.0,157.0,0.3
Maharashtra,JALGAON,Wheat,2013,Rabi       ,25300.0,64800.0,2.56
Laddak,LEH LADAKH,Peas & beans (Pulses),2003,Rabi       ,180.0,89.0,0.49
Rajasthan,PALI,Arhar/Tur,2005,Kharif     ,100.0,10.0,0.1
Tamil Nadu,NAMAKKAL,Gram,2017,Rabi       ,240.0,222.0,0.93
Jammu and Kashmir,UDHAMPUR,Rice,2017,Kharif     ,8325.0,14572.0,1.75
Chhattisgarh,MAHASAMUND,Sesamum,2019,Kharif     ,128.0,54.0,0.42
Andhra Pradesh,KURNOOL,Maize,2008,Kharif     ,17806.0,90454.0,5.08
Haryana,JIND,Rapeseed &Mustard,2010,Rabi       ,4924.0,9000.0,1.83
Madhya Pradesh,DHAR,Dry chillies,2018,Whole Year ,18508.0,24895.0,1.35
Uttar Pradesh,SAHARANPUR,Bajra,2016,Kharif     ,2.0,4.0,2.0
Himachal Pradesh,KANGRA,Onion,2006,Rabi       ,215.0,1749.0,8.13
Madhya Pradesh,TIKAMGARH,Jowar,2000,Kharif     ,3244.0,2861.0,0.88
Madhya Pradesh,SEHORE,Soyabean,2000,Kharif     ,246653.0,220754.0,0.89
Madhya Pradesh,SHAHDOL,Potato,2008,Whole Year ,592.0,4393.0,7.42
Jharkhand,CHATRA,Maize,2019,Kharif     ,9761.0,20986.0,2.15
Rajasthan,GANGANAGAR,Urad,2019,Kharif     ,147.0,36.0,0.24
Chhattisgarh,SUKMA,Horse-gram,2011,Kharif     ,1052.0,310.0,0.29
Bihar,VAISHALI,Tobacco,2003,Whole Year ,5023.0,5586.0,1.11
Nagaland,PEREN,Sugarcane,2015,Kharif     ,510.0,22140.0,43.41
Bihar,GAYA,Sesamum,2007,Kharif     ,162.0,130.0,0.8
THE DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,Rice,2019,Kharif     ,13450.0,27796.0,2.07
Rajasthan,JODHPUR,Rapeseed &Mustard,2001,Rabi       ,41948.0,43698.0,1.04
Bihar,KHAGARIA,Sunflower,2016,Rabi       ,767.0,1172.0,1.53
Bihar,SAHARSA,Onion,2017,Rabi       ,320.0,3373.0,10.54
Karnataka,BALLARI,Moong(Green Gram),2005,Kharif     ,3098.0,412.0,0.13
Odisha,BALANGIR,Sesamum,2006,Autumn     ,954.0,187.0,0.2
Uttar Pradesh,KAUSHAMBI,Dry chillies,2013,Kharif     ,348.0,280.0,0.8
Madhya Pradesh,UMARIA,Niger seed,2002,Kharif     ,1964.0,488.0,0.25
Meghalaya,WEST GARO HILLS,Castor seed,2019,Rabi       ,17.0,12.0,0.71
Maharashtra,PUNE,Wheat,1997,Rabi       ,57300.0,71400.0,1.25
Madhya Pradesh,SAGAR,Arhar/Tur,2013,Kharif     ,5991.0,2645.0,0.44
Madhya Pradesh,SEONI,Garlic,2016,Whole Year ,338.0,3518.0,10.41
Bihar,SAMASTIPUR,Rice,2014,Winter     ,52867.0,112523.0,2.13
Assam,HAILAKANDI,Rice,2008,Autumn     ,5806.0,11100.0,1.91
Madhya Pradesh,PANNA,Gram,2009,Whole Year ,99368.0,106544.0,1.07
Karnataka,KOLAR,Sesamum,2011,Kharif     ,300.0,151.0,0.5
Madhya Pradesh,HOSHANGABAD,Turmeric,2001,Whole Year ,9.0,13.0,1.44
Mizoram,SERCHHIP,Rice,2004,Kharif     ,3374.0,7683.0,2.28
Chhattisgarh,BALODA BAZAR,Potato,2011,Rabi       ,21.0,155.0,7.38
Madhya Pradesh,DAMOH,Coriander,2003,Whole Year ,305.0,81.0,0.27
Telangana,NIRMAL,Wheat,2016,Rabi       ,1249.0,1962.0,1.57
Manipur,IMPHAL WEST,Potato,2005,Whole Year ,510.0,2670.0,5.24
Uttar Pradesh,PAURI GARHWAL,Arhar/Tur,1999,Kharif     ,526.0,393.0,0.75
Maharashtra,RATNAGIRI,Arhar/Tur,2004,Kharif     ,600.0,300.0,0.5
Tamil Nadu,TIRUPPUR,Coconut ,2016,Whole Year ,60148.0,675700000.0,11233.96
Bihar,ROHTAS,Sannhamp,2002,Whole Year ,1.0,1.0,1.0
Nagaland,MOKOKCHUNG,Castor seed,2010,Kharif     ,40.0,30.0,0.75
Jammu and Kashmir,PULWAMA,Linseed,2001,Rabi       ,110.0,118.0,1.07
Chhattisgarh,DHAMTARI,Sesamum,2014,Kharif     ,133.0,68.0,0.51
Haryana,BHIWANI,Rapeseed &Mustard,2003,Rabi       ,177557.0,277000.0,1.56
Uttar Pradesh,KUSHI NAGAR,Onion,2019,Rabi       ,46.0,656.0,14.26
Maharashtra,AMRAVATI,Other Summer Pulses,2019,Summer     ,3030.0,2121.0,0.7
Uttar Pradesh,BALRAMPUR,Small millets,2016,Kharif     ,33.0,12.0,0.36
Uttar Pradesh,BUDAUN,Jowar,2009,Kharif     ,392.0,324.0,0.83
Chhattisgarh,JANJGIR-CHAMPA,Soyabean,2006,Kharif     ,27.0,32.0,1.19
Telangana,MEDAK,Sugarcane,2014,Kharif     ,22076.0,1997436.0,90.48
Bihar,KATIHAR,Maize,2011,Autumn     ,12898.0,43239.0,3.35
Puducherry,PONDICHERRY,Bajra,2011,Summer     ,20.0,51.0,2.55
Uttar Pradesh,FARRUKHABAD,Sugarcane,2015,Kharif     ,7710.0,466517.0,60.51
Odisha,BOUDH,Sugarcane,1997,Winter     ,259.0,11537.0,44.54
Tamil Nadu,ARIYALUR,Horse-gram,2019,Rabi       ,26.0,20.0,0.77
Uttar Pradesh,KAUSHAMBI,Masoor,2016,Rabi       ,146.0,124.0,0.85
Chhattisgarh,RAIGARH,Bajra,2013,Whole Year ,14.0,6.0,0.43
Goa,NORTH GOA,Coconut ,2000,Whole Year ,25025.0,125120000.0,4999.8
Gujarat,BHARUCH,Cotton(lint),2011,Kharif     ,125100.0,260800.0,2.08
Chhattisgarh,RAJNANDGAON,Sugarcane,2009,Whole Year ,30.0,76.0,2.53
Uttar Pradesh,AMBEDKAR NAGAR,Tobacco,2009,Rabi       ,190.0,1090.0,5.74
Bihar,LAKHISARAI,Dry chillies,2001,Whole Year ,2.0,2.0,1.0
Bihar,SARAN,Moong(Green Gram),2011,Kharif     ,7.0,5.0,0.71
Rajasthan,PALI,Garlic,2006,Whole Year ,19.0,21.0,1.11
Uttar Pradesh,SHRAVASTI,Moong(Green Gram),2008,Summer     ,23.0,17.0,0.74
Madhya Pradesh,JABALPUR,Moong(Green Gram),2013,Kharif     ,884.0,224.0,0.25
Tamil Nadu,VELLORE,Arhar/Tur,2012,Kharif     ,13475.0,10731.0,0.8
Assam,BARPETA,Cotton(lint),2012,Kharif     ,8.0,4.0,0.5
Telangana,NIZAMABAD,Urad,2015,Kharif     ,3325.0,1144.0,0.34
Maharashtra,PALGHAR,Gram,2016,Rabi       ,1900.0,1800.0,0.95
Assam,SIVASAGAR,Coconut ,1997,Whole Year ,567.0,3149000.0,5553.79
Andhra Pradesh,WEST GODAVARI,Maize,2000,Rabi       ,16357.0,88066.0,5.38
Uttar Pradesh,AMBEDKAR NAGAR,Coriander,2018,Rabi       ,179.0,142.0,0.79
Andhra Pradesh,ADILABAD,Horse-gram,2002,Rabi       ,1176.0,149.0,0.13
Maharashtra,HINGOLI,Urad,2002,Kharif     ,23200.0,13900.0,0.6
Rajasthan,PALI,Maize,2010,Kharif     ,21307.0,35235.0,1.65
Maharashtra,SATARA,Maize,2004,Rabi       ,4900.0,13900.0,2.84
Tamil Nadu,TUTICORIN,Gram,1999,Rabi       ,64.0,31.0,0.48
Chhattisgarh,BEMETARA,Other  Rabi pulses,2019,Rabi       ,33.0,6.0,0.18
Chhattisgarh,BILASPUR,Jute,2012,Kharif     ,78.0,,0.0
Uttar Pradesh,KAUSHAMBI,Potato,2004,Rabi       ,3363.0,36283.0,10.79
Jharkhand,DHANBAD,Gram,2016,Rabi       ,1.0,1.0,1.0
Manipur,BISHNUPUR,Rice,2013,Kharif     ,28710.0,106450.0,3.71
Karnataka,KOPPAL,Groundnut,2006,Rabi       ,13175.0,8198.0,0.62
Jharkhand,PALAMU,Rice,2015,Autumn     ,3699.0,1701.0,0.46
Haryana,SIRSA,Moong(Green Gram),2010,Kharif     ,2585.0,1400.0,0.54
West Bengal,MURSHIDABAD,Groundnut,2011,Rabi       ,238.0,764.0,3.21
Jharkhand,CHATRA,Wheat,2013,Rabi       ,5711.0,14015.0,2.45
Chhattisgarh,JASHPUR,Other Kharif pulses,2019,Kharif     ,359.0,115.0,0.32
Rajasthan,RAJSAMAND,Castor seed,2017,Kharif     ,7.0,7.0,1.0
Karnataka,RAICHUR,Groundnut,2003,Rabi       ,15973.0,14385.0,0.9
Odisha,KENDUJHAR,Dry chillies,2004,Whole Year ,4670.0,4090.0,0.88
West Bengal,NADIA,Masoor,2003,Rabi       ,20598.0,15989.0,0.78
Madhya Pradesh,KATNI,Urad,2005,Rabi       ,46.0,7.0,0.15
Madhya Pradesh,KATNI,Gram,2010,Rabi       ,31186.0,15997.0,0.51
Tamil Nadu,KANCHIPURAM,Other Kharif pulses,2005,Kharif     ,484.0,162.0,0.33
Gujarat,BHAVNAGAR,Bajra,2008,Kharif     ,44400.0,100500.0,2.26
Uttar Pradesh,FATEHPUR,Maize,2002,Rabi       ,3.0,3.0,1.0
Bihar,MUZAFFARPUR,Linseed,2003,Rabi       ,474.0,372.0,0.78
Tamil Nadu,KANCHIPURAM,Garlic,2016,Whole Year ,1.0,3.0,3.0
Bihar,BUXAR,Barley,2008,Rabi       ,1141.0,2056.0,1.8
Karnataka,HASSAN,Black pepper,2006,Whole Year ,2752.0,3024.0,1.1
Rajasthan,KOTA,Jowar,2019,Kharif     ,1099.0,1202.0,1.09
Gujarat,VADODARA,Other Kharif pulses,2011,Kharif     ,1100.0,500.0,0.45
Uttar Pradesh,MAHARAJGANJ,Masoor,2013,Rabi       ,9465.0,5745.0,0.61
Uttarakhand,TEHRI GARHWAL,Wheat,2018,Rabi       ,18139.0,38298.0,2.11
Haryana,REWARI,other oilseeds,2019,Rabi       ,100.0,200.0,2.0
Assam,GOLAGHAT,Ginger,2009,Whole Year ,1206.0,7869.0,6.52
Assam,BARPETA,Maize,2005,Kharif     ,38.0,25.0,0.66
Maharashtra,JALGAON,Bajra,2008,Kharif     ,33000.0,33800.0,1.02
Madhya Pradesh,HOSHANGABAD,Masoor,2005,Rabi       ,2269.0,1277.0,0.56
Bihar,NALANDA,Rice,2005,Winter     ,102788.0,47541.0,0.46
West Bengal,HOWRAH,Rice,2002,Winter     ,75258.0,134623.0,1.79
Himachal Pradesh,MANDI,Rice,2019,Kharif     ,17924.0,29216.0,1.63
Maharashtra,JALNA,Sunflower,2005,Kharif     ,5400.0,2000.0,0.37
Bihar,PURNIA,Maize,2002,Autumn     ,10609.0,19894.0,1.88
Chhattisgarh,BEMETARA,Garlic,2014,Whole Year ,36.0,105.0,2.92
Bihar,DARBHANGA,Arhar/Tur,2010,Kharif     ,299.0,397.0,1.33
Karnataka,CHAMARAJANAGARA,Gram,2002,Rabi       ,1761.0,900.0,0.51
Odisha,SAMBALPUR,Moong(Green Gram),2008,Winter     ,87.0,31.0,0.35
Maharashtra,AURANGABAD,Urad,1999,Kharif     ,7600.0,5100.0,0.67
West Bengal,MALDAH,Sesamum,2017,Summer     ,277.0,232.0,0.84
Maharashtra,SINDHUDURG,Urad,2008,Kharif     ,200.0,200.0,1.0
Uttar Pradesh,KUSHI NAGAR,Maize,2010,Summer     ,1583.0,2321.0,1.47
Andhra Pradesh,KHAMMAM,Arhar/Tur,2003,Rabi       ,774.0,409.0,0.53
West Bengal,JALPAIGURI,Moong(Green Gram),2004,Rabi       ,60.0,36.0,0.6
Gujarat,KHEDA,Arhar/Tur,2016,Kharif     ,746.0,844.0,1.13
Tripura,NORTH TRIPURA,Masoor,2011,Rabi       ,162.0,131.0,0.81
Rajasthan,DAUSA,Sesamum,1997,Kharif     ,2500.0,500.0,0.2
Chhattisgarh,JANJGIR-CHAMPA,Masoor,2006,Rabi       ,33.0,11.0,0.33
Karnataka,BIDAR,Wheat,2009,Rabi       ,6387.0,8518.0,1.33
Haryana,YAMUNANAGAR,Turmeric,2015,Whole Year ,1454.0,15800.0,10.87
Bihar,VAISHALI,Barley,2005,Rabi       ,210.0,155.0,0.74
Punjab,BATHINDA,Moong(Green Gram),2019,Kharif     ,400.0,400.0,1.0
Telangana,SIDDIPET,Potato,2018,Kharif     ,8.0,24.0,3.0
Karnataka,BIDAR,Maize,2001,Kharif     ,241.0,415.0,1.72
Gujarat,VADODARA,Bajra,2001,Kharif     ,9300.0,9900.0,1.06
Assam,TINSUKIA,Niger seed,2005,Kharif     ,3.0,1.0,0.33
Chhattisgarh,DANTEWADA,Other  Rabi pulses,2019,Rabi       ,3.0,1.0,0.33
Odisha,DHENKANAL,Castor seed,2000,Kharif     ,420.0,210.0,0.5
Kerala,KANNUR,Ginger,2003,Whole Year ,166.0,518.0,3.12
Andhra Pradesh,MEDAK,Sugarcane,2001,Whole Year ,27207.0,2365132.0,86.93
Bihar,BEGUSARAI,Jowar,1999,Kharif     ,26.0,31.0,1.19
Bihar,WEST SINGHBHUM,Sesamum,1997,Kharif     ,2.0,1.0,0.5
Chhattisgarh,BILASPUR,Jute,2018,Kharif     ,83.0,,0.0
West Bengal,DARJEELING,Groundnut,2009,Rabi       ,613.0,900.0,1.47
Maharashtra,AURANGABAD,Maize,2001,Summer     ,200.0,300.0,1.5
Maharashtra,LATUR,Rice,2004,Kharif     ,19900.0,6200.0,0.31
Himachal Pradesh,SHIMLA,Coriander,2016,Rabi       ,30.0,4.0,0.13
Uttar Pradesh,KASGANJ,Onion,2011,Summer     ,107.0,1159.0,10.83
Andhra Pradesh,KADAPA,Urad,2018,Kharif     ,46.0,20.0,0.43
Bihar,LAKHISARAI,Peas & beans (Pulses),2002,Rabi       ,220.0,196.0,0.89
Maharashtra,HINGOLI,Maize,2012,Summer     ,200.0,300.0,1.5
Manipur,CHANDEL,Peas & beans (Pulses),2014,Rabi       ,1288.0,1202.0,0.93
Karnataka,VIJAYAPURA,Jowar,2015,Rabi       ,176980.0,97684.0,0.55
Gujarat,MAHESANA,Other Cereals,2010,Kharif     ,600.0,400.0,0.67
Uttar Pradesh,LALITPUR,Moong(Green Gram),2014,Summer     ,91.0,61.0,0.67
Nagaland,WOKHA,Rapeseed &Mustard,1999,Rabi       ,310.0,320.0,1.03
Uttar Pradesh,AMBEDKAR NAGAR,Rapeseed &Mustard,2006,Rabi       ,3312.0,4185.0,1.26
Bihar,BUXAR,Urad,2009,Kharif     ,141.0,140.0,0.99
Uttarakhand,CHAMOLI,Other Cereals,2003,Kharif     ,6154.0,5622.0,0.91
Madhya Pradesh,RAISEN,Onion,2010,Whole Year ,395.0,5620.0,14.23
Tamil Nadu,KARUR,Coconut ,2006,Whole Year ,5005.0,54100000.0,10809.19
Uttar Pradesh,GORAKHPUR,Urad,2010,Kharif     ,37.0,25.0,0.68
THE DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,Other Kharif pulses,2002,Kharif     ,2200.0,2136.0,0.97
West Bengal,HOOGHLY,Groundnut,2019,Summer     ,18321.0,31380.0,1.71
Gujarat,KHEDA,Banana,1998,Whole Year ,5900.0,368300.0,62.42
Uttar Pradesh,FIROZABAD,Turmeric,2016,Rabi       ,1.0,1.0,1.0
Tamil Nadu,DINDIGUL,Small millets,2013,Whole Year ,41.0,1.0,0.02
Maharashtra,WARDHA,Castor seed,2008,Kharif     ,200.0,100.0,0.5
Maharashtra,NANDURBAR,Maize,2017,Kharif     ,47400.0,127100.0,2.68
Chhattisgarh,KONDAGAON,Gram,2013,Rabi       ,456.0,374.0,0.82
Karnataka,CHITRADURGA,Rapeseed &Mustard,1998,Kharif     ,235.0,50.0,0.21
Haryana,GURGAON,Bajra,2014,Kharif     ,31000.0,56000.0,1.81
Madhya Pradesh,KATNI,Arhar/Tur,2001,Kharif     ,3716.0,4199.0,1.13
Nagaland,ZUNHEBOTO,Bajra,2019,Kharif     ,60.0,60.0,1.0
Bihar,KAIMUR (BHABUA),Maize,2017,Autumn     ,119.0,430.0,3.61
Haryana,PANCHKULA,Turmeric,2000,Whole Year ,1.0,0.0,0.0
Tamil Nadu,THANJAVUR,Moong(Green Gram),2009,Whole Year ,4680.0,1522.0,0.33
Meghalaya,WEST KHASI HILLS,Onion,2015,Rabi       ,41.0,315.0,7.68
Maharashtra,BEED,Moong(Green Gram),2019,Kharif     ,19330.0,4092.0,0.21
Madhya Pradesh,PANNA,Urad,2013,Kharif     ,12369.0,4769.0,0.39
Odisha,NUAPADA,Safflower,1999,Rabi       ,570.0,200.0,0.35
Uttarakhand,PAURI GARHWAL,Garlic,2016,Whole Year ,341.0,592.0,1.74
Andhra Pradesh,KADAPA,Ragi,2000,Rabi       ,909.0,1312.0,1.44
Madhya Pradesh,RAJNANDGAON,Linseed,1999,Rabi       ,30199.0,7790.0,0.26
Odisha,SONEPUR,Sesamum,2004,Summer     ,61.0,19.0,0.31
West Bengal,JALPAIGURI,Khesari,1997,Rabi       ,1451.0,1210.0,0.83
Tamil Nadu,KANCHIPURAM,Turmeric,2011,Whole Year ,2.0,11.0,5.5
Odisha,BOUDH,Potato,1997,Whole Year ,44.0,340.0,7.73
West Bengal,BANKURA,Ginger,2001,Kharif     ,125.0,224.0,1.79
Meghalaya,WEST GARO HILLS,Banana,2013,Kharif     ,1519.0,19563.0,12.88
Odisha,DEOGARH,Moong(Green Gram),2004,Autumn     ,1167.0,232.0,0.2
Uttarakhand,UDAM SINGH NAGAR,Rice,2003,Kharif     ,96566.0,254699.0,2.64
Maharashtra,HINGOLI,Maize,2018,Kharif     ,997.0,493.0,0.49
Odisha,GANJAM,Onion,2001,Whole Year ,820.0,6220.0,7.59
West Bengal,PURBA BARDHAMAN,Khesari,2010,Rabi       ,510.0,664.0,1.3
Madhya Pradesh,SEONI,Arhar/Tur,2019,Kharif     ,2525.0,2714.0,1.07
Arunachal Pradesh,EAST SIANG,Urad,2016,Rabi       ,84.0,72.0,0.86
Gujarat,DEVBHUMI DWARKA,Bajra,2014,Kharif     ,572.0,934.0,1.63
Assam,JORHAT,Arhar/Tur,2001,Kharif     ,32.0,19.0,0.59
Rajasthan,BIKANER,Barley,2003,Rabi       ,1450.0,3260.0,2.25
Tamil Nadu,KRISHNAGIRI,Potato,2017,Rabi       ,78.0,2035.0,26.09
Assam,MARIGAON,Rice,2016,Autumn     ,1730.0,3001.0,1.73
Gujarat,ARAVALLI,Maize,2014,Summer     ,795.0,1564.0,1.97
Karnataka,YADAGIRI,Ragi,2019,Kharif     ,4.0,7.0,1.75
Assam,DHEMAJI,Black pepper,2008,Whole Year ,28.0,36.0,1.29
Uttar Pradesh,RAMPUR,Urad,2002,Kharif     ,2458.0,2025.0,0.82
Bihar,BHAGALPUR,Maize,2008,Rabi       ,8020.0,56068.0,6.99
Nagaland,MON,Bajra,2011,Kharif     ,90.0,80.0,0.89
Karnataka,TUMAKURU,Ragi,2014,Rabi       ,233.0,378.0,1.62
Karnataka,BIDAR,Small millets,2014,Kharif     ,20.0,7.0,0.35
Uttarakhand,DEHRADUN,Sunflower,2014,Whole Year ,1.0,1.0,1.0
Andhra Pradesh,ADILABAD,Moong(Green Gram),2006,Rabi       ,3749.0,1964.0,0.52
Madhya Pradesh,MANDSAUR,Castor seed,2000,Kharif     ,4.0,2.0,0.5
Karnataka,BENGALURU URBAN,Castor seed,2001,Kharif     ,465.0,344.0,0.74
Rajasthan,HANUMANGARH,Guar seed,2019,Whole Year ,385864.0,135668.0,0.35
Rajasthan,NAGAUR,Moong(Green Gram),2010,Kharif     ,286299.0,192276.0,0.67
Maharashtra,PUNE,Cotton(lint),2002,Kharif     ,200.0,500.0,2.5
Arunachal Pradesh,EAST KAMENG,Maize,2008,Kharif     ,2490.0,3211.0,1.29
Karnataka,DHARWAD,Arecanut,2003,Whole Year ,8.0,11.0,1.38
Chhattisgarh,BALRAMPUR,Cotton(lint),2012,Kharif     ,6.0,6.0,1.0
Rajasthan,JAISALMER,Guar seed,2000,Whole Year ,317591.0,75097.0,0.24
Jammu and Kashmir,BADGAM,Masoor,2009,Kharif     ,171.0,137.0,0.8
Gujarat,DOHAD,Bajra,2019,Summer     ,86.0,247.0,2.87
Maharashtra,PARBHANI,Safflower,2019,Rabi       ,2258.0,1043.0,0.46
Madhya Pradesh,BHOPAL,Other Kharif pulses,2001,Kharif     ,527.0,154.0,0.29
Tamil Nadu,NAGAPATTINAM,Maize,2008,Whole Year ,27.0,162.0,6.0
Bihar,SARAN,Peas & beans (Pulses),2018,Rabi       ,246.0,242.0,0.98
Karnataka,CHITRADURGA,Sunflower,2014,Kharif     ,12272.0,6307.0,0.51
Madhya Pradesh,SAGAR,Jowar,2008,Kharif     ,2702.0,3199.0,1.18
Tamil Nadu,CUDDALORE,Coconut ,2004,Whole Year ,2743.0,37800000.0,13780.53
Uttar Pradesh,JALAUN,Potato,2014,Rabi       ,257.0,5798.0,22.56
Meghalaya,SOUTH GARO HILLS,Potato,2014,Winter     ,61.0,453.0,7.43
Karnataka,MYSURU,Jowar,2016,Rabi       ,56.0,48.0,0.86
Uttar Pradesh,BIJNOR,Bajra,1997,Kharif     ,113.0,95.0,0.84
